datasetSource,strategyMode,profileId,strategyFamily,symbol,session,direction,signalTimestamp,entryTimestamp,exitTimestamp,signalTimeframe,executionTimeframe,entryMode,entryReason,exitReason,entryPrice,stopPrice,takeProfitPrice,spreadPips,riskPct,realizedR,finalR30m,maxAdverseR30m,maxFavorableR30m,finalR60m,maxAdverseR60m,maxFavorableR60m,hitProfitBeforeStop30m,hitProfitBeforeStop60m,actualDirection30m,actualMovePips30m,actualMovePips60m,executed,sourceQuality,signalOpen,signalHigh,signalLow,signalClose,ema8,ema20,ema50,atr,atrPct,rsi14,body,range,labelDecision,labelSignalQuality,labelConfidence,labelExpectedR,labelReason,labelWarnings,rootCause
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURCHF,asian,SELL,2026-03-13T06:45:00.000Z,2026-03-13T06:50:00.000Z,2026-03-13T07:10:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.90308,0.90188,0.89808,2.406,0.03,0.9394,0.3833,-0.4583,0.7833,0.7083,-0.4583,0.7833,,,BUY,4.6,8.5,true,research_simulated,0.90487,0.90493,0.90427,0.90427,0.90486,0.90495,0.90466,0.00026,0.000289,34.73,0.0006,0.00066,ALLOW_TRADE,GOOD,0.72,0.939,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURCHF,london,SELL,2026-03-13T07:15:00.000Z,2026-03-13T07:20:00.000Z,2026-03-13T09:40:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.90234,0.90334,0.89734,2.406,0.03,-1.2606,0.11,-0.78,0.2,0.06,-0.78,0.2,,,NEUTRAL,1.1,0.6,true,research_simulated,0.90416,0.90422,0.90371,0.9038,0.9045,0.90477,0.90461,0.00029,0.000317,28.09,0.00036,0.00051,BLOCK_TRADE,BAD,0.82,0.2,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURGBP,london,BUY,2026-03-13T11:00:00.000Z,2026-03-13T11:05:00.000Z,2026-03-13T11:15:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.86431,0.86551,0.86931,2.35,0.03,0.945,0.0667,-0.0167,0.5583,0.6,-0.0167,0.7167,,,NEUTRAL,0.8,7.2,true,research_simulated,0.86403,0.86467,0.86402,0.86461,0.86387,0.86335,0.86295,0.00043,0.000495,72.72,0.00058,0.00065,ALLOW_TRADE,GOOD,0.72,0.945,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,USDCAD,london,SELL,2026-03-13T11:15:00.000Z,2026-03-13T11:20:00.000Z,2026-03-13T11:25:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,1.36607,1.36487,1.36107,2.522,0.03,0.9278,-3.1333,-3.35,0.7417,-3.1417,-4.4833,0.7417,false,false,SELL,-37.6,-37.7,true,research_simulated,1.36801,1.36827,1.36698,1.36707,1.36726,1.36654,1.36516,0.00067,0.000492,61.17,0.00094,0.00129,BLOCK_TRADE,BAD,0.78,0.742,stop_like_adverse_move_happened_before_any_meaningful_follow_through,,high_volatility_but_recovered
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,GBPCHF,london,SELL,2026-03-13T11:45:00.000Z,2026-03-13T11:50:00.000Z,2026-03-13T13:05:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,1.04419,1.04519,1.03919,3.221,0.03,-1.3421,-0.32,-0.7,0.15,-0.45,-0.7,0.4,,,SELL,-3.2,-4.5,true,research_simulated,1.04391,1.04403,1.04314,1.04315,1.04435,1.04553,1.04684,0.00061,0.000582,18.22,0.00076,0.00089,BLOCK_TRADE,BAD,0.82,0.4,trade_never_proved_itself_and_lost_heavily,,timing_or_protection_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDJPY,ny,SELL,2026-03-13T13:00:00.000Z,2026-03-13T13:05:00.000Z,2026-03-13T13:10:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,112.157,112.037,111.657,1.947,0.03,0.9853,-0.2583,-0.5417,1.075,1.3667,-0.5417,2.2167,true,true,SELL,-3.1,16.4,true,research_simulated,112.427,112.441,112.149,112.245,112.3105,112.28364,112.39508,0.13042,0.001162,46.52,0.182,0.292,ALLOW_TRADE,EXCELLENT,0.84,2.217,signal_delivered_strong_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,USDJPY,ny,SELL,2026-03-13T13:30:00.000Z,2026-03-13T13:35:00.000Z,2026-03-13T13:40:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,159.148,159.248,158.648,1.922,0.03,-1.2122,-2.42,-2.8,0.01,-3.9,-4.07,0.01,false,false,SELL,-24.2,-39,true,research_simulated,159.283,159.284,159.101,159.107,159.27917,159.33908,159.34289,0.10267,0.000645,31.84,0.176,0.183,BLOCK_TRADE,BAD,0.82,0.01,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURCHF,ny,BUY,2026-03-13T14:00:00.000Z,2026-03-13T14:05:00.000Z,2026-03-13T18:05:00.000Z,M15,M5,next_open,next_lower_tf_open,time_based_exit,0.90386,0.90286,0.90886,2.406,0.03,-0.2006,-0.46,-0.58,0.05,-0.32,-0.75,0.05,,,SELL,-4.6,-3.2,true,research_simulated,0.90305,0.90384,0.90276,0.90376,0.90325,0.90321,0.90356,0.00047,0.000521,57.46,0.00071,0.00108,NO_OPINION,NEUTRAL,0.55,0.05,outcome_was_mixed_or_too_small_for_confident_filtering,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDCAD,off_session,SELL,2026-03-13T20:45:00.000Z,2026-03-15T20:00:00.000Z,2026-03-15T20:35:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.95872,0.95972,0.95372,3.056,0.03,-1.3256,-0.86,-0.91,0.27,-1.21,-1.63,0.27,,false,SELL,-8.6,-12.1,true,research_simulated,0.95856,0.95867,0.95708,0.95717,0.95904,0.96044,0.96177,0.00093,0.000972,24.3,0.00139,0.00159,BLOCK_TRADE,BAD,0.82,0.27,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURCHF,off_session,SELL,2026-03-15T21:00:00.000Z,2026-03-15T21:05:00.000Z,2026-03-15T23:55:00.000Z,M15,M5,next_open,next_lower_tf_open,no_overnight_flat,0.9031,0.9041,0.8981,2.406,0.03,-0.9006,0.05,-0.43,0.22,-0.12,-0.43,0.22,,,NEUTRAL,0.5,-1.2,true,research_simulated,0.90263,0.90263,0.90151,0.90176,0.90306,0.90331,0.90346,0.00041,0.000457,25.07,0.00087,0.00112,BLOCK_TRADE,BAD,0.82,0.22,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDUSD,asian,BUY,2026-03-16T00:00:00.000Z,2026-03-16T00:05:00.000Z,2026-03-16T00:20:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.7015,0.7005,0.7065,1.15,0.03,-1.135,-1.18,-1.84,0.16,-0.46,-1.84,0.16,false,false,SELL,-11.8,-4.6,true,research_simulated,0.70046,0.70184,0.70043,0.70156,0.70016,0.69987,0.70097,0.00078,0.001113,62.36,0.0011,0.00141,BLOCK_TRADE,BAD,0.82,0.16,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDJPY,asian,SELL,2026-03-16T00:15:00.000Z,2026-03-16T00:20:00.000Z,2026-03-16T00:25:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,111.716,111.596,111.216,1.947,0.03,0.9853,-0.5,-0.9083,1.1917,-0.8167,-1.125,1.1917,true,true,SELL,-6,-9.8,true,research_simulated,111.878,111.903,111.697,111.7,111.70981,111.68668,111.82477,0.10876,0.000974,49.5,0.178,0.206,ALLOW_TRADE,EXCELLENT,0.84,1.192,signal_delivered_strong_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURUSD,asian,SELL,2026-03-16T01:00:00.000Z,2026-03-16T01:05:00.000Z,2026-03-16T01:10:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,1.14505,1.14385,1.14005,0.831,0.03,1.0969,0.775,0,0.9167,0.1917,0,0.9167,,,BUY,9.3,2.3,true,research_simulated,1.14547,1.14563,1.14434,1.14449,1.14434,1.14368,1.14425,0.00077,0.000673,57.25,0.00098,0.00129,ALLOW_TRADE,GOOD,0.72,1.097,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURCHF,asian,BUY,2026-03-16T03:00:00.000Z,2026-03-16T03:05:00.000Z,2026-03-16T03:55:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.90364,0.90484,0.90864,2.406,0.03,0.9394,-0.0667,-0.1083,0.0167,0.2417,-0.3417,0.7,,,NEUTRAL,-0.8,2.9,true,research_simulated,0.9034,0.90388,0.90338,0.90383,0.90357,0.90347,0.90343,0.00034,0.000373,58.15,0.00043,0.0005,ALLOW_TRADE,GOOD,0.72,0.939,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURCHF,asian,BUY,2026-03-16T04:45:00.000Z,2026-03-16T04:50:00.000Z,2026-03-16T06:00:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.90374,0.90494,0.90874,2.406,0.03,0.9394,0.0083,-0.15,0.125,0.2583,-0.15,0.3333,,,NEUTRAL,0.1,3.1,true,research_simulated,0.90337,0.90421,0.90323,0.90421,0.90368,0.90356,0.90348,0.00033,0.000367,62.58,0.00084,0.00098,ALLOW_TRADE,GOOD,0.72,0.939,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURGBP,asian,SELL,2026-03-16T06:00:00.000Z,2026-03-16T06:05:00.000Z,2026-03-16T08:40:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.86275,0.86375,0.85775,2.35,0.03,-1.255,-0.1,-0.15,0.19,0.05,-0.15,0.23,,,NEUTRAL,-1,0.5,true,research_simulated,0.86288,0.86288,0.86256,0.86261,0.86305,0.86323,0.86336,0.00021,0.000249,27.72,0.00027,0.00032,BLOCK_TRADE,BAD,0.82,0.23,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDJPY,london,BUY,2026-03-16T08:45:00.000Z,2026-03-16T08:50:00.000Z,2026-03-16T09:05:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,111.912,112.032,112.412,1.947,0.03,0.9853,1.3917,-0.225,1.4333,2.475,-0.225,2.5417,true,true,BUY,16.7,29.7,true,research_simulated,111.763,111.904,111.76,111.893,111.77855,111.77059,111.78895,0.09482,0.000847,61.33,0.13,0.144,ALLOW_TRADE,EXCELLENT,0.84,2.542,signal_delivered_strong_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,NZDJPY,london,BUY,2026-03-16T10:00:00.000Z,2026-03-16T10:05:00.000Z,2026-03-16T10:15:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,92.941,93.061,93.441,4.148,0.03,0.7652,0.2,-0.0667,0.5083,0.15,-0.3833,0.5083,,,BUY,2.4,1.8,true,research_simulated,92.751,92.844,92.737,92.841,92.704,92.62422,92.57894,0.07029,0.000757,75.64,0.09,0.107,ALLOW_TRADE,GOOD,0.72,0.765,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDJPY,london,BUY,2026-03-16T10:15:00.000Z,2026-03-16T10:20:00.000Z,2026-03-16T10:45:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,112.291,112.191,112.791,1.947,0.03,-1.2147,-1.45,-1.49,0.02,-1.16,-1.49,0.02,false,false,SELL,-14.5,-11.6,true,research_simulated,112.007,112.145,111.986,112.137,111.9441,111.86031,111.82565,0.09731,0.000868,73.56,0.13,0.159,BLOCK_TRADE,BAD,0.82,0.02,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,USDCAD,london,SELL,2026-03-16T11:00:00.000Z,2026-03-16T11:05:00.000Z,2026-03-16T11:10:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,1.36791,1.36671,1.36291,2.522,0.03,0.9278,-0.8583,-1.2167,0.5083,-0.0667,-1.2167,0.5083,false,false,SELL,-10.3,-0.8,true,research_simulated,1.36921,1.36924,1.3682,1.3682,1.3693,1.37,1.37052,0.00054,0.000396,24.05,0.00101,0.00104,BLOCK_TRADE,BAD,0.78,0.508,stop_like_adverse_move_happened_before_any_meaningful_follow_through,,high_volatility_but_recovered
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,USDJPY,london,SELL,2026-03-16T11:30:00.000Z,2026-03-16T11:35:00.000Z,2026-03-16T11:55:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,158.973,159.073,158.473,1.922,0.03,-1.2122,-1.64,-1.86,0.13,-1.27,-2,0.13,false,false,SELL,-16.4,-12.7,true,research_simulated,159.244,159.254,159.118,159.138,159.23186,159.28728,159.36595,0.08335,0.000524,33.23,0.106,0.136,BLOCK_TRADE,BAD,0.82,0.13,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,USDCAD,off_session,BUY,2026-03-16T12:30:00.000Z,2026-03-16T12:35:00.000Z,2026-03-16T13:00:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,1.36675,1.36575,1.37175,2.522,0.03,-1.2722,-1.04,-1.18,0.15,0.11,-1.52,0.16,false,false,SELL,-10.4,1.1,true,research_simulated,1.36755,1.36937,1.36755,1.36864,1.36836,1.36913,1.37,0.00069,0.000504,40.92,0.00109,0.00182,BLOCK_TRADE,BAD,0.82,0.16,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,USDCAD,ny,SELL,2026-03-16T13:00:00.000Z,2026-03-16T13:05:00.000Z,2026-03-16T13:10:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,1.36607,1.36487,1.36107,2.522,0.03,0.9278,-0.6583,-0.7,0.7,-0.15,-1.2333,0.7,,false,SELL,-7.9,-1.8,true,research_simulated,1.36913,1.36913,1.36771,1.36783,1.36838,1.36901,1.36988,0.00074,0.000539,36.51,0.0013,0.00142,ALLOW_TRADE,GOOD,0.72,0.928,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDUSD,ny,BUY,2026-03-16T13:30:00.000Z,2026-03-16T13:35:00.000Z,2026-03-16T14:50:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.70619,0.70519,0.71119,1.15,0.03,-1.135,0.16,-0.85,0.34,0.11,-0.85,0.34,,,NEUTRAL,1.6,1.1,true,research_simulated,0.70563,0.70667,0.70555,0.70661,0.70555,0.70451,0.70308,0.00071,0.001007,77.51,0.00098,0.00112,BLOCK_TRADE,BAD,0.82,0.34,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDCAD,ny,SELL,2026-03-16T16:15:00.000Z,2026-03-16T16:20:00.000Z,2026-03-16T17:15:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.96526,0.96626,0.96026,3.056,0.03,-1.3256,0.28,-0.36,0.42,-1.28,-1.28,0.42,,false,BUY,2.8,-12.8,true,research_simulated,0.96535,0.96562,0.96419,0.96423,0.96497,0.96475,0.96368,0.00084,0.000873,47.71,0.00112,0.00143,BLOCK_TRADE,BAD,0.82,0.42,trade_never_proved_itself_and_lost_heavily,,timing_or_protection_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDCAD,ny,BUY,2026-03-16T18:00:00.000Z,2026-03-16T18:05:00.000Z,2026-03-16T18:10:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.96734,0.96854,0.97234,3.056,0.03,0.8744,0.1333,-0.1,0.7,0.375,-0.1417,0.7,,,NEUTRAL,1.6,4.5,true,research_simulated,0.96497,0.96602,0.96497,0.96597,0.96526,0.965,0.96405,0.00079,0.000815,60.67,0.001,0.00105,ALLOW_TRADE,GOOD,0.72,0.874,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURJPY,asian,BUY,2026-03-17T00:45:00.000Z,2026-03-17T00:50:00.000Z,2026-03-17T00:55:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,182.961,183.081,183.461,2.94,0.03,0.886,1.2917,-0.0333,1.75,1.5583,-0.0333,2.0167,true,true,BUY,15.5,18.7,true,research_simulated,182.939,183.087,182.929,183.086,182.99989,182.99968,182.92243,0.0799,0.000436,58.95,0.147,0.158,ALLOW_TRADE,EXCELLENT,0.84,2.017,signal_delivered_strong_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDCAD,asian,BUY,2026-03-17T01:00:00.000Z,2026-03-17T01:05:00.000Z,2026-03-17T01:15:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.9687,0.9699,0.9737,3.056,0.03,0.8744,0.4667,0,0.5917,-0.075,-0.3583,0.5917,,,BUY,5.6,-0.9,true,research_simulated,0.96641,0.96737,0.96632,0.96714,0.96681,0.96681,0.96606,0.00058,0.000595,56.72,0.00073,0.00105,ALLOW_TRADE,GOOD,0.72,0.874,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDCAD,asian,BUY,2026-03-17T01:45:00.000Z,2026-03-17T01:50:00.000Z,2026-03-17T02:30:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.96874,0.96994,0.97374,3.056,0.03,0.8744,0.225,-0.3917,0.4167,-2,-3.375,1.3333,,false,BUY,2.7,-24,true,research_simulated,0.96754,0.96879,0.96734,0.96877,0.96745,0.9671,0.96627,0.00064,0.000656,72.14,0.00123,0.00145,ALLOW_TRADE,GOOD,0.72,1.333,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDCAD,asian,SELL,2026-03-17T02:45:00.000Z,2026-03-17T02:50:00.000Z,2026-03-17T02:55:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.9658,0.9668,0.9608,3.056,0.03,-1.3256,-1.06,-1.43,0,-2.41,-2.87,0,false,false,SELL,-10.6,-24.1,true,research_simulated,0.96908,0.96909,0.96829,0.9683,0.9683,0.96767,0.96665,0.00061,0.000635,60.82,0.00078,0.0008,BLOCK_TRADE,BAD,0.82,0,trade_never_proved_itself_and_lost_heavily,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURCHF,asian,SELL,2026-03-17T03:15:00.000Z,2026-03-17T03:20:00.000Z,2026-03-17T06:25:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.90606,0.90486,0.90106,2.406,0.03,0.9394,0,-0.0667,0.2667,-0.05,-0.1167,0.2667,,,NEUTRAL,0,-0.6,true,research_simulated,0.90646,0.90647,0.90608,0.90608,0.90636,0.90625,0.90588,0.0002,0.000226,47.09,0.00038,0.00039,ALLOW_TRADE,GOOD,0.72,0.939,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURGBP,london,SELL,2026-03-17T07:15:00.000Z,2026-03-17T07:20:00.000Z,2026-03-17T07:30:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.86401,0.86281,0.85901,2.35,0.03,0.945,0.2583,-0.0167,0.525,0.2833,-0.0167,0.525,,,BUY,3.1,3.4,true,research_simulated,0.864,0.86412,0.86353,0.86353,0.86373,0.86372,0.86372,0.00023,0.000268,43.76,0.00047,0.00059,ALLOW_TRADE,GOOD,0.72,0.945,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURJPY,london,SELL,2026-03-17T08:00:00.000Z,2026-03-17T08:05:00.000Z,2026-03-17T08:10:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,182.97,182.85,182.47,2.94,0.03,0.886,-0.2167,-0.5333,1.0083,-1.8,-2.2167,1.0083,true,true,SELL,-2.6,-21.6,true,research_simulated,183.029,183.029,182.864,182.874,182.98351,183.02008,183.01243,0.08937,0.000489,37.43,0.155,0.165,ALLOW_TRADE,EXCELLENT,0.84,1.008,signal_delivered_strong_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,GBPUSD,london,BUY,2026-03-17T08:15:00.000Z,2026-03-17T08:20:00.000Z,2026-03-17T08:25:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,1.33039,1.33159,1.33539,1.676,0.03,1.0124,2.05,-0.175,2.2417,1.85,-0.175,2.525,true,true,BUY,24.6,22.2,true,research_simulated,1.33016,1.33144,1.3299,1.3314,1.33035,1.33018,1.33024,0.0009,0.000672,58.91,0.00124,0.00154,ALLOW_TRADE,EXCELLENT,0.84,2.525,signal_delivered_strong_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURCHF,london,BUY,2026-03-17T08:30:00.000Z,2026-03-17T08:35:00.000Z,2026-03-17T11:05:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.90591,0.90711,0.91091,2.406,0.03,0.9394,-0.0333,-0.3,0.1667,-0.3167,-0.325,0.1667,,,NEUTRAL,-0.4,-3.8,true,research_simulated,0.90508,0.90547,0.90499,0.90544,0.90547,0.90572,0.9058,0.00025,0.000271,40.5,0.00036,0.00048,ALLOW_TRADE,GOOD,0.72,0.939,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURCHF,london,BUY,2026-03-17T11:45:00.000Z,2026-03-17T11:50:00.000Z,2026-03-17T14:30:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.90664,0.90564,0.91164,2.406,0.03,-1.2606,0.14,-0.32,0.26,0.28,-0.32,0.42,,,NEUTRAL,1.4,2.8,true,research_simulated,0.9055,0.90635,0.90544,0.90616,0.90565,0.90568,0.90575,0.00036,0.000397,59.2,0.00066,0.00091,BLOCK_TRADE,BAD,0.82,0.42,trade_never_proved_itself_and_lost_heavily,,timing_or_protection_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,USDCHF,ny,SELL,2026-03-17T14:30:00.000Z,2026-03-17T14:35:00.000Z,2026-03-17T15:15:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.78583,0.78463,0.78083,2.46,0.03,0.934,-0.1167,-0.225,0.3,0.775,-0.225,0.825,,,NEUTRAL,-1.4,9.3,true,research_simulated,0.78669,0.78683,0.78577,0.78585,0.78636,0.78665,0.7872,0.00067,0.000848,39.58,0.00084,0.00106,ALLOW_TRADE,GOOD,0.72,0.934,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURCHF,ny,SELL,2026-03-17T15:15:00.000Z,2026-03-17T15:20:00.000Z,2026-03-17T19:20:00.000Z,M15,M5,next_open,next_lower_tf_open,time_based_exit,0.90533,0.90633,0.90033,2.406,0.03,-0.6306,0.34,-0.05,0.5,0.05,-0.05,0.5,,,BUY,3.4,0.5,true,research_simulated,0.90633,0.90634,0.90577,0.90579,0.90634,0.90627,0.90607,0.00037,0.000404,41.7,0.00054,0.00057,NO_OPINION,NEUTRAL,0.55,0.5,outcome_was_mixed_or_too_small_for_confident_filtering,,timing_or_protection_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDCAD,off_session,SELL,2026-03-17T21:00:00.000Z,2026-03-17T21:05:00.000Z,2026-03-17T23:55:00.000Z,M15,M5,next_open,next_lower_tf_open,no_overnight_flat,0.97275,0.97375,0.96775,3.056,0.03,-0.5456,-0.2,-0.33,0.19,-0.1,-0.47,0.19,,,NEUTRAL,-2,-1,true,research_simulated,0.97246,0.97246,0.971,0.97132,0.97242,0.97266,0.97186,0.00058,0.000594,34.6,0.00114,0.00146,NO_OPINION,NEUTRAL,0.55,0.19,outcome_was_mixed_or_too_small_for_confident_filtering,,entry_failure
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,USDJPY,asian,SELL,2026-03-18T00:00:00.000Z,2026-03-18T00:05:00.000Z,2026-03-18T01:30:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,158.999,158.879,158.499,1.922,0.03,0.9878,0.0833,-0.6167,0.2333,-0.0333,-0.6167,0.25,,,NEUTRAL,1,-0.4,true,research_simulated,158.907,158.908,158.8,158.811,158.90082,158.93832,158.98843,0.06281,0.000396,33.21,0.096,0.108,ALLOW_TRADE,GOOD,0.72,0.988,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,AUDJPY,asian,SELL,2026-03-18T02:45:00.000Z,2026-03-18T02:50:00.000Z,2026-03-18T03:15:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,113.003,112.883,112.503,1.947,0.03,0.9853,-0.325,-0.4667,0.5333,0.3667,-0.7,0.5333,,,SELL,-3.9,4.4,true,research_simulated,112.952,112.967,112.811,112.845,112.98869,112.99318,112.94199,0.08299,0.000735,38.56,0.107,0.156,ALLOW_TRADE,GOOD,0.72,0.985,signal_showed_positive_follow_through,,worked_or_neutral
research_backtest,intraday_lab,intraday_15012_5bcdee846128,momentum_continuation,EURGBP,asian,SELL,2026-03-18T05:00:00.000Z,2026-03-18T05:05:00.000Z,2026-03-18T08:00:00.000Z,M15,M5,next_open,next_lower_tf_open,stop_loss_or_trailing_stop,0.86347,0.86227,0.85847,2.35,0.03,0.945,0.0333,-0.0167,0.1083,-0.0583,-0.0583,0.1583,,,NEUTRAL,0.4,-0.7,true,research_simulated,0.86357,0.86357,0.86334,0.86337,0.86352,0.86359,0.86366,0.00015,0.000171,38.02,0.0002,0.00023,ALLOW_TRADE,GOOD,0.72,0.945,signal_showed_positive_follow_through,,worked_or_neutral
